company_id,sector,region,founded_year,founder_count,founder_prior_exits,founder_technical_pct,initial_funding_stage,initial_capital,failed,acquired,fail_month,months_observed,outcome
SU-10814,DeepTech,US-WestCoast,2019,3,1,0.722,Pre-Seed,283169.33,True,False,21,22,Failed
SU-10815,DeepTech,India,2020,4,0,0.909,Seed,1527558.56,False,False,-1,42,Active
SU-10816,EdTech,SEA,2022,4,0,0.357,Pre-Seed,163165.43,True,False,39,40,Failed
SU-10817,Marketplace,US-WestCoast,2014,3,0,0.476,Seed,776456.03,False,False,-1,42,Active
SU-10818,EdTech,SEA,2020,1,0,0.339,Seed,975480.4,False,False,-1,42,Active
SU-10819,Marketplace,SEA,2021,2,0,0.703,Seed,978790.1,False,False,-1,42,Active
SU-10820,DeepTech,US-Other,2015,4,0,0.549,Pre-Seed,140758.56,False,False,-1,42,Active
SU-10821,AI/ML,Europe,2020,1,0,0.338,Pre-Seed,355128.39,False,False,-1,42,Active
SU-10822,Marketplace,US-EastCoast,2015,3,0,0.457,Seed,1494369.69,True,False,16,17,Failed
SU-10823,ClimateTech,US-WestCoast,2020,5,1,0.173,Series C+,74088768.41,True,False,20,21,Failed
SU-10824,AI/ML,US-WestCoast,2014,4,0,0.766,Seed,1309623.97,False,False,-1,42,Active
SU-10825,AI/ML,Europe,2014,4,0,0.328,Pre-Seed,136889.81,True,False,32,33,Failed
SU-10826,HealthTech,US-WestCoast,2019,4,0,0.675,Series A,7086844.43,True,False,26,27,Failed
SU-10827,Fintech,India,2018,1,0,0.513,Series C+,62516003.2,False,True,27,28,Acquired
SU-10828,E-commerce,LatAm,2016,5,0,0.821,Pre-Seed,423811.14,True,False,22,23,Failed
SU-10829,AI/ML,US-WestCoast,2021,4,0,0.831,Pre-Seed,200880.36,False,False,-1,42,Active
SU-10830,HealthTech,LatAm,2014,2,1,0.905,Pre-Seed,283674.49,True,False,33,34,Failed
SU-10831,AI/ML,US-Other,2020,1,0,0.736,Series B,27266228.26,True,False,14,15,Failed
SU-10832,SaaS,US-Other,2014,4,0,0.883,Seed,1955975.59,True,False,24,25,Failed
SU-10833,Fintech,Europe,2015,3,2,0.405,Seed,1975408.11,False,False,-1,42,Active
SU-10834,ClimateTech,US-EastCoast,2021,3,1,0.932,Pre-Seed,213472.37,False,False,-1,42,Active
SU-10835,E-commerce,US-WestCoast,2014,3,0,0.756,Pre-Seed,227029.64,True,False,17,18,Failed
SU-10836,E-commerce,India,2014,5,1,0.727,Pre-Seed,191745.3,True,False,21,22,Failed
SU-10837,DeepTech,US-Other,2014,1,0,0.416,Pre-Seed,344284.16,False,False,-1,42,Active
SU-10838,AI/ML,India,2021,5,0,0.728,Pre-Seed,265909.99,True,False,16,17,Failed
SU-10839,Marketplace,SEA,2016,2,0,0.406,Seed,1963748.98,True,False,18,19,Failed
SU-10840,ConsumerApps,US-Other,2014,1,1,0.299,Series A,7464510.61,True,False,12,13,Failed
SU-10841,SaaS,US-Other,2021,5,0,0.3,Series A,16612267.93,True,False,28,29,Failed
SU-10842,DeepTech,SEA,2020,3,0,0.616,Series A,4517956.89,True,False,16,17,Failed
SU-10843,DeepTech,LatAm,2017,2,1,0.464,Series A,5982643.24,False,False,-1,42,Active
SU-10844,ClimateTech,US-WestCoast,2017,4,3,0.455,Seed,1582609.83,False,True,29,30,Acquired
SU-10845,AI/ML,India,2015,2,0,0.694,Series C+,55567004.24,False,False,-1,42,Active
SU-10846,ConsumerApps,Europe,2021,3,0,0.352,Seed,1257768.52,False,False,-1,42,Active
SU-10847,Marketplace,US-WestCoast,2019,3,2,0.348,Pre-Seed,128329.94,True,False,15,16,Failed
SU-10848,SaaS,SEA,2017,3,1,0.656,Seed,1264460.51,True,False,17,18,Failed
SU-10849,DeepTech,India,2018,5,1,0.24,Seed,2431856.3,False,False,-1,42,Active
SU-10850,Marketplace,US-WestCoast,2016,1,0,0.261,Seed,1636086.25,True,False,17,18,Failed
SU-10851,AI/ML,Europe,2020,1,0,0.559,Pre-Seed,292670.29,True,False,27,28,Failed
SU-10852,EdTech,LatAm,2020,4,0,0.398,Pre-Seed,245379.45,True,False,27,28,Failed
SU-10853,ConsumerApps,US-EastCoast,2019,3,1,0.527,Seed,1282747.51,False,False,-1,42,Active
SU-10854,Marketplace,Europe,2022,1,0,0.736,Pre-Seed,363575.39,True,False,33,34,Failed
SU-10855,AI/ML,US-WestCoast,2018,4,1,0.506,Pre-Seed,191187.67,True,False,20,21,Failed
SU-10856,EdTech,US-Other,2022,2,2,0.357,Pre-Seed,188807.42,True,False,18,19,Failed
SU-10857,ConsumerApps,Europe,2016,4,1,0.661,Series C+,70485218.38,True,False,16,17,Failed
SU-10858,Fintech,India,2014,3,0,0.818,Series A,12981582.62,True,False,30,31,Failed
SU-10859,HealthTech,US-WestCoast,2017,3,1,0.571,Pre-Seed,239824.25,False,False,-1,42,Active
SU-10860,Fintech,US-WestCoast,2015,4,2,0.143,Series A,9140485.19,False,True,32,33,Acquired
SU-10861,EdTech,US-Other,2020,1,0,0.214,Pre-Seed,227534.39,True,False,29,30,Failed
SU-10862,EdTech,Europe,2021,3,2,0.446,Series C+,46330146.63,False,False,-1,42,Active
SU-10863,Marketplace,US-WestCoast,2020,5,0,0.441,Series A,9737696.63,True,False,19,20,Failed
SU-10864,ConsumerApps,India,2017,5,1,0.854,Seed,1981028.33,True,False,16,17,Failed
SU-10865,Marketplace,US-EastCoast,2022,2,1,0.211,Series A,12400414.49,True,False,14,15,Failed
SU-10866,ConsumerApps,SEA,2018,2,0,0.461,Seed,1323378.28,True,False,15,16,Failed
SU-10867,Marketplace,US-Other,2017,5,0,0.368,Seed,1267908.7,True,False,15,16,Failed
SU-10868,Fintech,LatAm,2019,2,0,0.375,Seed,821180.96,True,False,33,34,Failed
SU-10869,E-commerce,US-WestCoast,2018,5,1,0.309,Pre-Seed,253837.37,True,False,20,21,Failed
SU-10870,Fintech,Europe,2015,2,1,0.066,Series B,17763488.42,False,False,-1,42,Active
SU-10871,ConsumerApps,India,2018,2,1,0.854,Seed,1587514.48,False,False,-1,42,Active
SU-10872,AI/ML,LatAm,2014,4,1,0.57,Seed,1033286.43,True,False,32,33,Failed
SU-10873,E-commerce,US-EastCoast,2016,4,0,0.531,Seed,1432121.03,True,False,16,17,Failed
SU-10874,E-commerce,LatAm,2020,3,0,0.224,Series A,6118766.13,True,False,16,17,Failed
SU-10875,SaaS,LatAm,2020,4,0,0.231,Series A,6807692.27,False,False,-1,42,Active
SU-10876,HealthTech,SEA,2021,5,0,0.338,Series B,18787637.91,False,False,-1,42,Active
SU-10877,SaaS,US-Other,2020,2,0,0.331,Series A,11513908.31,True,False,31,32,Failed
SU-10878,ClimateTech,Europe,2017,2,0,0.426,Pre-Seed,278539.15,True,False,10,11,Failed
SU-10879,DeepTech,US-WestCoast,2014,5,1,0.585,Seed,1739664.23,False,False,-1,42,Active
SU-10880,Marketplace,LatAm,2017,2,1,0.172,Seed,1372723.1,False,False,-1,42,Active
SU-10881,SaaS,US-EastCoast,2016,2,0,0.543,Series B,29772824.73,False,False,-1,42,Active
SU-10882,ConsumerApps,US-EastCoast,2020,4,0,0.46,Seed,1896488.18,True,False,19,20,Failed
SU-10883,DeepTech,US-Other,2015,5,1,0.337,Series A,7566428.91,False,False,-1,42,Active
SU-10884,SaaS,US-WestCoast,2014,5,1,0.838,Pre-Seed,302568.15,True,False,11,12,Failed
SU-10885,AI/ML,Europe,2018,2,0,0.745,Series A,6226070.8,True,False,17,18,Failed
SU-10886,Marketplace,India,2014,3,2,0.75,Seed,893101.87,True,False,30,31,Failed
SU-10887,E-commerce,Europe,2018,3,0,0.388,Series A,5956038.56,False,False,-1,42,Active
SU-10888,ConsumerApps,India,2020,4,2,0.31,Seed,1851632.33,False,False,-1,42,Active
SU-10889,Fintech,India,2019,4,1,0.733,Pre-Seed,399561.69,True,False,32,33,Failed
SU-10890,DeepTech,US-WestCoast,2016,1,0,0.262,Pre-Seed,365638.02,True,False,14,15,Failed
SU-10891,HealthTech,US-EastCoast,2019,4,2,0.45,Seed,4480011.61,False,True,35,36,Acquired
SU-10892,Fintech,US-WestCoast,2017,2,1,0.522,Series A,8845512.53,True,False,13,14,Failed
SU-10893,ConsumerApps,US-WestCoast,2014,3,0,0.688,Series B,30142815.69,False,False,-1,42,Active
SU-10894,AI/ML,India,2019,5,1,0.245,Pre-Seed,159893.75,False,False,-1,42,Active
SU-10895,Marketplace,SEA,2022,2,1,0.725,Series A,16032760.82,False,False,-1,42,Active
SU-10896,ConsumerApps,SEA,2017,5,3,0.181,Series B,30106946.03,False,False,-1,42,Active
SU-10897,EdTech,LatAm,2020,5,0,0.057,Seed,1248939.21,True,False,25,26,Failed
SU-10898,ClimateTech,US-Other,2019,5,0,0.563,Seed,1288093.58,False,False,-1,42,Active
SU-10899,E-commerce,US-WestCoast,2015,3,3,0.176,Seed,1580800.34,False,False,-1,42,Active
SU-10900,AI/ML,SEA,2021,5,0,0.787,Series A,7107665.11,True,False,28,29,Failed
SU-10901,DeepTech,SEA,2017,4,2,0.223,Series A,5023220.46,False,False,-1,42,Active
SU-10902,AI/ML,LatAm,2022,4,1,0.627,Series C+,50537159.57,False,False,-1,42,Active
SU-10903,Fintech,SEA,2021,4,2,0.737,Series A,8255833.0,False,False,-1,42,Active
SU-10904,Marketplace,US-Other,2018,2,0,0.418,Pre-Seed,252342.92,True,False,16,17,Failed
SU-10905,Marketplace,US-WestCoast,2022,3,0,0.399,Seed,1426206.55,False,False,-1,42,Active
SU-10906,DeepTech,US-WestCoast,2022,4,0,0.547,Series A,6511471.51,False,False,-1,42,Active
SU-10907,Marketplace,US-EastCoast,2020,5,0,0.342,Pre-Seed,195153.77,True,False,38,39,Failed
SU-10908,EdTech,US-Other,2015,2,0,0.221,Seed,2159676.11,True,False,31,32,Failed
SU-10909,SaaS,US-Other,2017,2,0,0.477,Seed,1611692.67,True,False,29,30,Failed
SU-10910,Marketplace,Europe,2022,2,1,0.509,Series A,5052498.69,False,False,-1,42,Active
SU-10911,HealthTech,US-EastCoast,2016,5,0,0.673,Series A,4396757.28,False,False,-1,42,Active
SU-10912,DeepTech,US-WestCoast,2014,2,0,0.648,Series B,25110077.96,True,False,16,17,Failed
SU-10913,EdTech,US-EastCoast,2015,3,2,0.316,Series A,7019396.09,False,False,-1,42,Active
SU-10914,Marketplace,India,2014,5,1,0.613,Seed,2792250.39,False,True,38,39,Acquired
SU-10915,EdTech,US-Other,2014,3,0,0.725,Seed,813783.47,True,False,28,29,Failed
SU-10916,SaaS,US-WestCoast,2014,2,1,0.755,Pre-Seed,253655.31,False,False,-1,42,Active
SU-10917,ConsumerApps,SEA,2019,2,1,0.792,Series B,25439082.25,False,False,-1,42,Active
SU-10918,AI/ML,India,2018,3,0,0.772,Series A,15789832.32,True,False,13,14,Failed
SU-10919,HealthTech,LatAm,2014,1,1,0.564,Series A,8078449.06,True,False,27,28,Failed
SU-10920,Fintech,US-WestCoast,2021,5,1,0.706,Pre-Seed,146383.54,False,False,-1,42,Active
SU-10921,Marketplace,US-WestCoast,2018,2,0,0.438,Pre-Seed,316235.05,True,False,23,24,Failed
SU-10922,E-commerce,Europe,2015,2,0,0.391,Pre-Seed,430763.94,False,False,-1,42,Active
SU-10923,DeepTech,US-WestCoast,2015,3,1,0.233,Series C+,98758863.69,True,False,22,23,Failed
SU-10924,ConsumerApps,US-EastCoast,2017,3,1,0.891,Seed,1035468.04,False,False,-1,42,Active
SU-10925,EdTech,SEA,2022,3,1,0.49,Seed,1589743.17,False,False,-1,42,Active
SU-10926,ClimateTech,US-EastCoast,2014,2,1,0.392,Series B,27802329.37,False,False,-1,42,Active
SU-10927,Fintech,India,2017,1,1,0.74,Seed,2573672.23,True,False,21,22,Failed
SU-10928,EdTech,US-EastCoast,2014,3,1,0.666,Seed,2475717.46,False,False,-1,42,Active
SU-10929,Fintech,US-Other,2014,2,0,0.779,Seed,1621900.14,False,False,-1,42,Active
SU-10930,E-commerce,US-WestCoast,2015,4,1,0.494,Series A,12437883.28,True,False,15,16,Failed
SU-10931,DeepTech,US-WestCoast,2017,2,0,0.826,Seed,1094805.96,False,False,-1,42,Active
SU-10932,AI/ML,Europe,2018,2,0,0.253,Seed,876046.82,False,False,-1,42,Active
SU-10933,ClimateTech,SEA,2017,4,2,0.605,Seed,1245661.04,False,False,-1,42,Active
SU-10934,AI/ML,US-Other,2020,2,0,0.406,Series A,8186016.39,True,False,29,30,Failed
SU-10935,Marketplace,SEA,2018,3,1,0.734,Pre-Seed,155981.05,False,False,-1,42,Active
SU-10936,DeepTech,US-WestCoast,2021,1,0,0.259,Pre-Seed,254757.54,False,False,-1,42,Active
SU-10937,ClimateTech,US-EastCoast,2021,2,0,0.614,Series A,6567517.11,True,False,13,14,Failed
SU-10938,E-commerce,LatAm,2021,2,1,0.542,Pre-Seed,202974.54,False,False,-1,42,Active
SU-10939,Marketplace,India,2017,4,0,0.216,Pre-Seed,326646.19,True,False,19,20,Failed
SU-10940,HealthTech,US-WestCoast,2014,3,1,0.067,Pre-Seed,223199.07,False,False,-1,42,Active
SU-10941,SaaS,SEA,2022,3,0,0.79,Pre-Seed,112916.56,False,False,-1,42,Active
SU-10942,HealthTech,US-Other,2018,4,2,0.428,Seed,1276480.56,False,False,-1,42,Active
SU-10943,E-commerce,Europe,2022,2,0,0.331,Seed,1723083.4,False,False,-1,42,Active
SU-10944,ConsumerApps,US-WestCoast,2021,3,1,0.568,Series A,4547304.96,False,False,-1,42,Active
SU-10945,HealthTech,Europe,2016,3,1,0.194,Series A,8982681.5,False,True,22,23,Acquired
SU-10946,Marketplace,US-EastCoast,2017,2,1,0.301,Pre-Seed,141346.16,False,False,-1,42,Active
SU-10947,HealthTech,Europe,2020,4,0,0.189,Seed,1723490.25,True,False,17,18,Failed
SU-10948,Fintech,US-EastCoast,2022,3,0,0.572,Series A,5008937.5,False,True,31,32,Acquired
SU-10949,ClimateTech,SEA,2017,4,0,0.503,Seed,1254513.13,False,False,-1,42,Active
SU-10950,ConsumerApps,Europe,2017,2,1,0.844,Pre-Seed,232397.97,False,False,-1,42,Active
SU-10951,SaaS,US-WestCoast,2017,1,0,0.46,Pre-Seed,301713.79,True,False,19,20,Failed
SU-10952,E-commerce,US-EastCoast,2015,3,0,0.709,Series C+,48378467.78,False,False,-1,42,Active
SU-10953,E-commerce,India,2020,2,0,0.346,Series B,18027906.58,True,False,26,27,Failed
SU-10954,E-commerce,US-WestCoast,2020,4,1,0.649,Seed,927179.79,False,False,-1,42,Active
SU-10955,HealthTech,US-EastCoast,2019,4,3,0.336,Series A,6737969.82,False,True,40,41,Acquired
SU-10956,ClimateTech,SEA,2020,4,1,0.882,Series B,25744869.04,False,True,3,4,Acquired
SU-10957,ClimateTech,US-Other,2017,5,0,0.854,Pre-Seed,274329.13,False,False,-1,42,Active
SU-10958,Fintech,SEA,2016,5,2,0.485,Seed,1976147.75,False,False,-1,42,Active
SU-10959,E-commerce,India,2018,2,0,0.157,Series A,6555616.3,True,False,23,24,Failed
SU-10960,EdTech,US-WestCoast,2022,3,0,0.279,Pre-Seed,374960.39,True,False,29,30,Failed
SU-10961,ClimateTech,LatAm,2017,1,1,0.802,Series A,5799451.51,False,False,-1,42,Active
SU-10962,E-commerce,LatAm,2017,2,1,0.401,Series B,34390139.14,False,True,30,31,Acquired
SU-10963,DeepTech,Europe,2019,5,1,0.522,Series B,33229115.28,True,False,19,20,Failed
SU-10964,AI/ML,India,2019,1,0,0.409,Pre-Seed,285359.24,False,False,-1,42,Active
SU-10965,ClimateTech,US-Other,2014,3,0,0.675,Seed,1100368.89,False,False,-1,42,Active
SU-10966,SaaS,US-EastCoast,2020,4,1,0.474,Pre-Seed,259738.83,False,False,-1,42,Active
SU-10967,ClimateTech,India,2017,5,0,0.132,Series C+,91850290.35,True,False,31,32,Failed
SU-10968,ConsumerApps,Europe,2020,2,0,0.665,Series A,6372943.17,False,False,-1,42,Active
SU-10969,ClimateTech,US-EastCoast,2018,2,0,0.248,Series B,22141427.32,True,False,18,19,Failed
SU-10970,ClimateTech,Europe,2022,1,1,0.552,Seed,1358137.6,True,False,17,18,Failed
SU-10971,E-commerce,US-WestCoast,2018,1,0,0.419,Seed,1979817.99,False,False,-1,42,Active
SU-10972,AI/ML,Europe,2018,5,0,0.565,Seed,2110591.07,False,False,-1,42,Active
SU-10973,AI/ML,Europe,2014,3,0,0.409,Series B,15896550.44,True,False,38,39,Failed
SU-10974,ClimateTech,LatAm,2017,1,0,0.465,Series A,6879102.03,False,False,-1,42,Active
SU-10975,Marketplace,US-Other,2015,2,1,0.855,Pre-Seed,166780.63,True,False,21,22,Failed
SU-10976,HealthTech,SEA,2019,5,3,0.549,Seed,548416.38,True,False,28,29,Failed
SU-10977,ConsumerApps,India,2020,3,0,0.304,Seed,1644700.11,True,False,28,29,Failed
SU-10978,AI/ML,SEA,2019,5,1,0.836,Pre-Seed,364071.49,False,False,-1,42,Active
SU-10979,EdTech,US-Other,2018,3,2,0.459,Series A,5946897.78,False,False,-1,42,Active
SU-10980,SaaS,US-WestCoast,2018,3,0,0.331,Series A,13281635.17,True,False,26,27,Failed
SU-10981,Marketplace,US-EastCoast,2022,1,0,0.334,Seed,1217469.54,False,False,-1,42,Active
SU-10982,EdTech,US-EastCoast,2018,2,0,0.244,Pre-Seed,150097.39,False,False,-1,42,Active
SU-10983,Marketplace,US-WestCoast,2017,2,0,0.73,Pre-Seed,199962.1,True,False,34,35,Failed
SU-10984,AI/ML,US-EastCoast,2015,4,2,0.499,Pre-Seed,594081.46,False,False,-1,42,Active
SU-10985,SaaS,Europe,2022,2,0,0.574,Series B,14564166.94,True,False,16,17,Failed
SU-10986,EdTech,Europe,2017,2,1,0.38,Seed,986799.15,True,False,21,22,Failed
SU-10987,ConsumerApps,US-WestCoast,2019,3,0,0.39,Series A,7750282.88,False,False,-1,42,Active
SU-10988,EdTech,US-WestCoast,2015,4,2,0.277,Series A,10036050.67,False,False,-1,42,Active
SU-10989,Fintech,US-Other,2016,3,1,0.727,Seed,943344.7,True,False,22,23,Failed
SU-10990,EdTech,LatAm,2017,2,1,0.631,Series A,8026185.57,False,False,-1,42,Active
SU-10991,DeepTech,US-WestCoast,2015,3,0,0.523,Pre-Seed,426816.49,False,False,-1,42,Active
SU-10992,AI/ML,US-WestCoast,2019,3,1,0.257,Pre-Seed,335612.31,True,False,18,19,Failed
SU-10993,Fintech,India,2017,2,0,0.443,Seed,1584323.75,True,False,18,19,Failed
SU-10994,DeepTech,LatAm,2022,4,2,0.353,Series B,27130133.51,False,False,-1,42,Active
SU-10995,DeepTech,India,2018,5,1,0.686,Seed,1635535.21,True,False,19,20,Failed
SU-10996,AI/ML,SEA,2022,3,1,0.915,Seed,1399468.49,False,False,-1,42,Active
SU-10997,DeepTech,US-WestCoast,2020,1,0,0.814,Series A,7072724.05,True,False,30,31,Failed
SU-10998,HealthTech,LatAm,2018,4,0,0.502,Seed,1677082.9,False,False,-1,42,Active
SU-10999,Fintech,US-WestCoast,2014,2,0,0.463,Pre-Seed,272249.66,True,False,15,16,Failed
SU-11000,Marketplace,Europe,2016,5,1,0.843,Pre-Seed,177973.06,True,False,17,18,Failed
SU-11001,ConsumerApps,Europe,2021,1,0,0.378,Seed,2590022.21,True,False,27,28,Failed
SU-11002,SaaS,US-WestCoast,2020,2,0,0.497,Pre-Seed,187873.71,True,False,16,17,Failed
SU-11003,E-commerce,SEA,2022,5,0,0.808,Seed,1137112.19,False,False,-1,42,Active
SU-11004,AI/ML,US-Other,2018,1,0,0.468,Series A,8159531.42,True,False,16,17,Failed
SU-11005,DeepTech,India,2016,3,0,0.714,Pre-Seed,278215.72,False,False,-1,42,Active
SU-11006,DeepTech,US-WestCoast,2021,2,1,0.711,Series A,10724795.81,False,False,-1,42,Active
SU-11007,ClimateTech,LatAm,2022,3,0,0.825,Series A,11963682.51,True,False,14,15,Failed
SU-11008,ClimateTech,India,2019,3,0,0.853,Seed,1628374.32,False,False,-1,42,Active
SU-11009,Fintech,US-EastCoast,2017,5,0,0.147,Seed,1899948.23,False,False,-1,42,Active
SU-11010,Marketplace,Europe,2021,2,0,0.445,Pre-Seed,172574.9,False,False,-1,42,Active
SU-11011,Marketplace,Europe,2016,3,0,0.06,Seed,1652312.64,False,False,-1,42,Active
SU-11012,EdTech,SEA,2014,3,0,0.401,Seed,2223289.07,False,False,-1,42,Active
SU-11013,E-commerce,US-Other,2015,5,1,0.407,Series B,44136425.91,False,False,-1,42,Active
SU-11014,HealthTech,US-EastCoast,2018,3,0,0.847,Series A,8205958.94,True,False,25,26,Failed
SU-11015,SaaS,US-Other,2021,4,0,0.345,Seed,1516652.72,False,False,-1,42,Active
SU-11016,Fintech,US-WestCoast,2014,2,0,0.795,Series A,8835756.69,False,False,-1,42,Active
SU-11017,DeepTech,India,2022,2,0,0.5,Series B,25735915.88,False,False,-1,42,Active
SU-11018,ConsumerApps,SEA,2022,1,0,0.418,Pre-Seed,189574.25,True,False,22,23,Failed
SU-11019,DeepTech,India,2014,4,2,0.457,Pre-Seed,266101.09,False,False,-1,42,Active
SU-11020,ClimateTech,US-Other,2018,4,1,0.698,Seed,1572018.82,False,False,-1,42,Active
SU-11021,AI/ML,India,2021,4,0,0.214,Pre-Seed,179232.98,False,False,-1,42,Active
SU-11022,Marketplace,India,2021,2,0,0.889,Pre-Seed,422699.72,True,False,26,27,Failed
SU-11023,E-commerce,India,2020,5,2,0.725,Series B,14751484.6,True,False,27,28,Failed
SU-11024,AI/ML,US-EastCoast,2014,5,1,0.766,Pre-Seed,260544.72,False,False,-1,42,Active
SU-11025,Fintech,US-WestCoast,2019,5,0,0.549,Seed,1303875.62,False,False,-1,42,Active
SU-11026,AI/ML,US-EastCoast,2014,4,1,0.373,Pre-Seed,202900.6,False,False,-1,42,Active
SU-11027,EdTech,US-Other,2019,4,1,0.269,Pre-Seed,282740.64,False,False,-1,42,Active
SU-11028,E-commerce,India,2017,3,0,0.591,Series B,28111389.29,True,False,33,34,Failed
SU-11029,ConsumerApps,US-EastCoast,2014,3,0,0.431,Series C+,114895194.52,False,False,-1,42,Active
SU-11030,SaaS,SEA,2020,3,0,0.418,Pre-Seed,329715.07,False,False,-1,42,Active
SU-11031,SaaS,India,2019,3,0,0.486,Series A,14031924.52,True,False,17,18,Failed
SU-11032,ClimateTech,India,2019,4,1,0.701,Series A,7892502.67,True,False,19,20,Failed
SU-11033,AI/ML,US-EastCoast,2022,3,0,0.765,Seed,1638087.49,True,False,19,20,Failed
SU-11034,EdTech,India,2022,5,0,0.577,Series C+,36496147.7,True,False,36,37,Failed
SU-11035,HealthTech,India,2014,1,0,0.675,Seed,1670183.71,False,False,-1,42,Active
SU-11036,AI/ML,SEA,2017,2,0,0.388,Series A,8431049.92,False,False,-1,42,Active
SU-11037,SaaS,US-EastCoast,2018,5,1,0.238,Series A,10767043.36,False,False,-1,42,Active
SU-11038,E-commerce,US-EastCoast,2022,3,0,0.535,Seed,788339.84,False,False,-1,42,Active
SU-11039,ClimateTech,US-WestCoast,2016,2,0,0.24,Seed,1901004.25,True,False,14,15,Failed
SU-11040,HealthTech,US-EastCoast,2022,5,1,0.849,Series A,4377454.75,False,False,-1,42,Active
SU-11041,AI/ML,US-Other,2015,3,1,0.484,Series A,8985303.93,False,False,-1,42,Active
SU-11042,EdTech,US-EastCoast,2016,1,0,0.545,Seed,1231150.58,True,False,22,23,Failed
SU-11043,EdTech,US-EastCoast,2014,5,1,0.788,Series A,7509584.66,False,False,-1,42,Active
SU-11044,Marketplace,US-Other,2021,4,1,0.374,Pre-Seed,241994.49,False,False,-1,42,Active
SU-11045,Marketplace,SEA,2017,4,0,0.665,Pre-Seed,335686.82,True,False,21,22,Failed
SU-11046,HealthTech,Europe,2014,1,0,0.602,Series A,5499234.82,True,False,14,15,Failed
SU-11047,EdTech,Europe,2018,5,1,0.432,Seed,2197109.92,False,False,-1,42,Active
SU-11048,AI/ML,Europe,2019,3,0,0.432,Series B,23256451.89,False,False,-1,42,Active
SU-11049,EdTech,India,2020,1,0,0.37,Pre-Seed,227283.13,False,False,-1,42,Active
SU-11050,E-commerce,US-EastCoast,2015,1,0,0.355,Series A,8264604.95,False,False,-1,42,Active
SU-11051,AI/ML,Europe,2017,1,0,0.516,Seed,535317.33,False,False,-1,42,Active
SU-11052,ConsumerApps,US-Other,2019,3,0,0.265,Series A,11850273.01,True,False,15,16,Failed
SU-11053,ConsumerApps,US-EastCoast,2015,3,0,0.251,Pre-Seed,225428.66,True,False,37,38,Failed
SU-11054,Fintech,SEA,2019,3,0,0.598,Seed,1363822.06,True,False,41,42,Failed
SU-11055,ClimateTech,US-WestCoast,2021,3,1,0.702,Seed,2397917.55,True,False,17,18,Failed
SU-11056,ConsumerApps,Europe,2022,4,1,0.801,Seed,2736545.44,True,False,16,17,Failed
SU-11057,SaaS,India,2020,4,1,0.268,Pre-Seed,242266.46,True,False,17,18,Failed
SU-11058,HealthTech,Europe,2022,4,2,0.74,Seed,1819958.52,False,False,-1,42,Active
SU-11059,ConsumerApps,Europe,2014,4,3,0.745,Seed,1297098.11,False,False,-1,42,Active
SU-11060,SaaS,Europe,2018,4,1,0.49,Pre-Seed,225988.54,True,False,22,23,Failed
SU-11061,HealthTech,US-EastCoast,2022,2,2,0.139,Series A,13734210.57,False,False,-1,42,Active
SU-11062,Marketplace,Europe,2020,2,0,0.639,Pre-Seed,294108.36,True,False,19,20,Failed
SU-11063,ClimateTech,Europe,2020,2,0,0.379,Series A,7017174.2,True,False,20,21,Failed
SU-11064,DeepTech,Europe,2014,2,0,0.635,Series B,17602191.47,True,False,22,23,Failed
SU-11065,AI/ML,Europe,2021,4,0,0.684,Seed,2648566.76,False,False,-1,42,Active
SU-11066,ClimateTech,US-EastCoast,2022,2,1,0.118,Seed,1095273.94,False,False,-1,42,Active
SU-11067,EdTech,US-WestCoast,2015,1,0,0.179,Seed,2976890.51,True,False,23,24,Failed
SU-11068,ConsumerApps,US-WestCoast,2015,4,3,0.382,Series C+,52803397.87,True,False,14,15,Failed
SU-11069,AI/ML,Europe,2019,2,0,0.293,Pre-Seed,204006.77,False,False,-1,42,Active
SU-11070,HealthTech,US-Other,2019,4,2,0.581,Pre-Seed,249499.98,False,False,-1,42,Active
SU-11071,SaaS,US-WestCoast,2019,3,1,0.77,Pre-Seed,250235.56,True,False,20,21,Failed
SU-11072,SaaS,India,2018,2,1,0.744,Series A,8457990.92,False,True,39,40,Acquired
SU-11073,AI/ML,US-WestCoast,2018,3,0,0.842,Series A,13420753.09,False,False,-1,42,Active
SU-11074,AI/ML,SEA,2017,2,0,0.253,Seed,1949666.28,False,False,-1,42,Active
SU-11075,E-commerce,Europe,2018,2,0,0.619,Seed,1996021.55,False,False,-1,42,Active
SU-11076,DeepTech,India,2015,4,2,0.208,Series A,7852878.76,True,False,17,18,Failed
SU-11077,ClimateTech,India,2015,2,1,0.879,Series A,8466002.02,False,False,-1,42,Active
SU-11078,HealthTech,SEA,2019,5,0,0.768,Seed,1149617.87,False,False,-1,42,Active
SU-11079,EdTech,Europe,2016,3,1,0.854,Seed,2587359.79,True,False,28,29,Failed
SU-11080,ConsumerApps,Europe,2022,3,1,0.297,Series A,9407240.34,False,False,-1,42,Active
SU-11081,HealthTech,US-EastCoast,2022,3,1,0.805,Pre-Seed,206207.57,False,False,-1,42,Active
SU-11082,DeepTech,US-Other,2016,4,2,0.381,Series A,10311077.12,False,False,-1,42,Active
SU-11083,ClimateTech,Europe,2022,4,1,0.026,Seed,1191925.4,False,False,-1,42,Active
SU-11084,SaaS,Europe,2020,5,0,0.726,Seed,743798.4,True,False,21,22,Failed
